0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55945	-0.138501	0	0	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.81433	0.0192646	2.29667	-0.203978	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89475	-0.134506	1.87303	-0.135313	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
4.07756	0.196434	2.41828	0.279166	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85711	0.41744	3.13217	0.186546	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.60053	0.487698	2.4649	0.142884	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07714	0.593657	2.48701	0.0811582	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.03237	0.899999	2.48279	0.583224	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5745	1.66442	2.60215	0.902261	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5231	1.43918	2.47225	0.488443	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5989	2.30658	1.70161	1.1643	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.8161	2.02908	2.41064	0.701974	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6383	2.90026	3.22643	1.02279	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4094	2.86874	2.63837	0.931589	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0113	3.70701	2.56447	0.757217	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0381	3.80445	2.42093	0.890063	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3334	4.73152	2.17397	0.956965	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.5154	4.72574	2.62811	0.975928	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0799	5.57178	2.50003	0.729552	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.2609	5.84259	2.87083	1.24613	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6144	6.96323	1.8482	0.998548	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.8246	6.97613	2.67448	1.16132	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5849	8.08865	2.8426	1.07041	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5187	8.25083	2.72843	1.38058	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9468	9.87631	2.14155	1.83989	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
32.0296	9.58567	2.46911	1.35415	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6138	10.7026	2.69007	0.905511	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.7166	10.8785	2.78139	1.21017	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1465	12.0885	2.08917	1.20168	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.3588	12.2425	2.64554	1.54916	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3231	13.4717	3.26467	0.949795	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.0643	13.659	2.69762	1.27792	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7664	14.8311	2.70352	1.07751	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.721	15.0157	2.74351	1.47286	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.359	16.5514	2.53793	1.58848	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.4877	16.4761	2.76183	1.43919	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1561	17.2935	2.55742	0.263647	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.0967	17.5603	2.59876	0.813659	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6236	19.0612	2.48149	2.10237	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.6301	18.8343	2.46568	1.66701	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7164	19.9072	3.65963	0.577862	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.4628	19.8351	2.85316	0.333466	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0364	21.0782	2.34147	2.01988	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
55.9545	21.0219	2.15347	1.90103	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6546	21.7992	3.17515	-0.166046	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.573	21.9474	2.9843	0.0935992	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.8834	22.7768	1.6967	1.42686	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
61.0075	22.7456	2.22313	1.48926	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.3802	23.4193	2.47654	-0.0108201	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.4669	23.6071	2.57516	0.313412	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.3351	23.9945	3.15279	0.464085	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.0091	23.9777	2.30143	0.34396	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.2628	24.3577	2.20977	0.40756	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.4007	24.4878	2.44129	0.637962	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.8279	24.888	2.40135	0.202006	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
